Date,Index,Open,Low,High,Close,Vwap
2020-01-10,9,100.76001824613583,95.50897440194429,100.76001824613583,96.81975937962618,97.66531742854973
2020-01-19,18,97.40446612047909,97.40446612047909,99.72802981289679,99.26346839969038,98.87268618573995
2020-01-29,28,98.96938765222055,97.965388878955,101.04016838773295,98.19271732239962,99.18391703659385
2020-02-07,37,98.11350860468829,95.84162092173938,99.42610641340886,95.84162092173938,97.52352697199238
2020-02-18,48,95.9113364248519,90.14984724401276,96.07005759808129,90.14984724401276,92.85372178133068
2020-02-28,58,88.69464748446772,86.9674674821707,89.8964600857011,86.9674674821707,88.20565450184513
2020-03-07,66,87.09044571996185,80.76075965801246,87.09044571996185,80.76075965801246,84.76654900429938
2020-03-15,74,80.3852083450877,78.29754776972976,81.38661228815113,78.29754776972976,79.96580198795999
2020-03-26,85,79.12778942225506,78.5330788392439,81.84290828621732,81.84290828621732,79.57077646369363
2020-04-03,93,80.88237446644948,76.86407608722556,80.88237446644948,77.84707472915507,78.86245836496636
2020-04-13,103,77.1321466250734,75.71440511999612,80.85364168485165,80.85364168485165,78.33663099820372
2020-04-22,112,80.84978663477033,80.84978663477033,83.61319906659052,82.34770250154301,82.96019482799582
2020-04-28,118,82.62263702464236,82.62263702464236,85.31894130267074,84.69252945228179,83.85590265555302
2020-05-03,123,83.63072035696374,81.47419674303258,83.63072035696374,81.47419674303258,82.32135620579922
2020-05-10,130,80.80619099797556,79.27501944685416,81.4679714313671,79.27501944685416,80.48453187672173
2020-05-17,137,78.55482788312628,76.88205356242203,78.55482788312628,77.99374476184352,78.01379378679253
2020-05-24,144,77.99100289348792,76.80696226313547,79.31782746151077,77.67804915405046,78.17997304088684
2020-05-29,149,75.67891755066049,71.50424953979785,75.67891755066049,71.50424953979785,73.68947645221765
2020-06-05,156,71.86421419634947,65.7280633104745,71.86421419634947,65.7280633104745,68.33913442445133
2020-06-14,165,64.53881792494658,63.452664044580864,66.35014809767019,66.35014809767019,64.84081820449573
2020-06-22,173,65.56249797839016,62.31472947186105,66.50173985501407,62.31472947186105,64.480619651257
2020-06-27,178,62.87601386378836,62.87601386378836,65.46130115130347,65.46130115130347,64.36555078788408
2020-07-04,185,65.68909561454296,65.68909561454296,69.50137640770166,69.50137640770166,68.98339199945042
2020-07-10,191,68.76199926473103,67.36759264645522,68.81578343998001,67.36759264645522,67.80724316856079
2020-07-16,197,68.401456726248,65.7343709213439,68.4670113313764,67.04342101311423,67.32556035214068
2020-07-21,202,65.80990259976062,65.80990259976062,68.44642959427999,68.44642959427999,67.53243286312649
2020-07-27,208,66.71969039563687,65.3716367915431,67.71961408345508,65.3716367915431,66.3772755069775
2020-08-01,213,65.59659310415822,64.94128456518284,65.8682238412467,64.94128456518284,65.40251447220962
2020-08-04,216,66.66626985296044,66.66626985296044,68.60562700343279,68.60562700343279,68.27433917402736
2020-08-11,223,68.77854646947874,64.3131161953235,68.77854646947874,65.77606013903863,66.7118967869038
2020-08-16,228,66.15847753105318,63.16916895034727,66.15847753105318,63.16916895034727,64.73089386019615
2020-08-23,235,63.57641804619015,61.602613325167404,64.07350303916527,61.602613325167404,63.29984114248454
2020-08-28,240,60.498618132639464,58.25738829180409,60.498618132639464,58.80822668134459,59.368556480753924
